waktu,clean_text
2023-01-01,"waktu itu dapet telpon infonya dari pihak bank bri, awalnya dia menanyakan apakah ada kendala saat pemakaian kartu kredit, kartu jenis apa, limit berapa dan disarankan untuk terus menggunakan agar dapat kenaikan limit otomatis, lalu dia menyampaikan bahwa saya terpilih oleh bank bri untuk mendapatkan kartu tambahan berupa kartu diskon super ajaib, dia bilang benefit kartu tersebut bisa di gunakan saat berbelanja dan akan mendapatkan diskon sebesar 20 - 30 di merchant yang berlogo mastercard dan visa ,wow amazing belum sampai disitu saja, masih ada voucher gratis menginap hotel bintang 3 diseluruh indonesia untuk 2 orang, saya sangat tertarik , karena memang ada planning liburan, aji mumpung nih gambar hanya ilustrasi google anehnya. biasanya disaat kita mendapatkan fasilitas tentunya pembicaraan kita akan di rekam sebagai bukti legalitas , nah kecurigaan saya disini mulai muncul, saya bilang apakah kartu tersebut langsung aktif tanpa persetujuan saya? iya jawabnya lalu dia menyampaikan lagi terkait biaya, yang hanya di bayarkan sekali saja seumur hidup sebagai bukti pajak atau apa lah saya agak malas ternyata ada biayanya wkwkw, dan lebih anehnya kita akan di suruh gesek di mesin edc oleh staff lapangan tersebut, dia bilang kartu akan dikirim hari ini, terkesan sangat buru buru dan tidak bisa diwakilkaan takut disalah gunakan terangnya, iseng saya buka informasi terkait kartu diskon, dan taraaaa penipuan gaesss. langsung saya bilang, saya tidak ada plan kemana mana dan jarang digunakan, sibuk bekerja, langsung dalam sekejab di matikan sambungan telponnya wkwkwkwkw. harap hati hati yah, jangan tergiur benefit yang tidak masuk akal dan cek, ternyata ini modus lama dan sudah banyak memakan korban juga,"
2023-01-01,"saya tidak tau ini modus penipuan atau apa, mungkin kawan quorawan yang mengerti boleh dijelaskan. ada yang pernah di telpon nomor luar negeri seperti nomor diatas? ceritanya tadi saya ingin membuka twitter, tapi akun twitter saya ter-log outjadi saya harus memasukkane-mail/nomor telpon/username. saya memasukkane-mailyang saya gunakan untuk daftar twitter. saya lupapasswordtweeter saya karena akun twitter saya lebih dari 3 . saya ingin memperbaruipassworddan sampai ke step masukkan nomor telepon untuk menerima notif. tapi notifikasi tidak kunjung masuk, malah ada nomor asing menelpon seperti di atas. apakah itu nomorscammeratau dari pihak twitter? terimakasih sebelumnya, saya benar-benar tidak mengerti."
2023-01-01,"(tidak untuk disebar luaskan di luar quora) dalihnya untuk bisnis shopee dengan bagi komisi, nyatanya merugikan orang lain. semuanya bermula dari pelaku, yang kita sebut saja a yang menawarkan bisnis kepada b (teman saya). a menawarkan bahwa ia mempunyai bisnis dengan komisi yang cukup lumayan untuk sekadar jajan kepada b. b yang masih mahasiswa tentu saja berpikir bahwa bisnis yang ditawarkan a cukup menggiurkan, walaupun ia belum tahu alur bisnisnya seperti apa. lalu b bertanya lah kepada a seperti apa alur bisnisnya, kemudian dijelaskan a bahwa b hanya perlu membeli barang dieccomercedengan toko yang sudah ditentukan, jika pesanan sudah selesai baru komisi cair. akhirnya b mengiyakan ajakan a untuk bisnis tersebut, tetapi b memakaipaylateruntuk bisnis tersebut yang nantinya akan dibayar a beserta komisi. berbulan-bulan atau bahkan hampir satu tahun bisnis itu dijalankan, b merasa aman saja, namun ternyata komisi tidak terlalu besar, tetapi cukup lah untuk jajan-jajan, b pun berpikir meskipun komisi tidak terlalu besar seperti yang dijanjikan, tetapi ia terima saja karena untuk mahasiswa nominalnya lumayan untuk jajan. semua rasanya masih berjalan normal, dan b tidak merasa hal yang aneh. setelah berjalan hampir satu tahun, pembayaranpaylatermulai mendekati jatuh tempo, biasanya a sudah menanyakan atau transfer nominalpaylateryang harus dibayar, tetapi a menghilang ketika b hubungi. hampir setiap harinya b panik bukan main, ia takut bahwapaylateryang harus a bayar akan telat dibayar dan takut ada denda. b terus mencoba berpikir positif sampai akhirnya tanggal jatuh tempo tiba, dan a masih tidak bisa dihubungi. pada akhirnya tanggal jatuh tempo terlewati, pay later belum terbayarkan juga dan b tidak bisa untuk menalangi terlebih dahulu karena tidak memiliki uang sebesar nominalpaylateryang harus dibayarkan. sejak hari itu tentu saja kehidupannya menjadi berbeda, ia diteror telpon dari pihakpaylater. akhirnya ia bercerita kepada beberapa temannya, dan ternyata beberapa temannya juga menjadi korban a, bahkan ada yang sudah telat dua bulan ketika b baru saja telat. akhirnya mereka mencari tahu, dan tiba-tiba saja b dimasukan ke sebuah grup, di mana isi grup tersebut ternyata para korban a. ternyata korban berjumlah belasan, bahkan beberapa orang nominalpaylater-nya ada yang sampe belasan bahkan 20 jutaan lebih. b hanya bisa pasrah mengikuti alur korban lain ingin seperti apa ke depannya. berdiskusi panjang lebar, akhirnya para korban berencana menemui pihak keluarga a, meminta kepastian karena bungapaylatersemakin melonjak. pihak keluarga hanya berjanji akan mengganti, tetapi tanpa ada kepastian. sampai hari ini belum ada korban yang dicicilpaylater-nya, sedangkan bunga terus bertambah. para korban ingin melaporkan ke polisi tetapi diancam keluarga pelaku, ""silahkan saja laporkan, kami tidak akan membayar kalian."" begitu kata keluarga pelaku. keluarga pelaku juga mengancam hutang tidak akan dibayar jika data pribadi pelaku viral dan tersebar. jujur saja saya merasa kasihan kepada teman saya yang bingung bagaimana harus menalanginya, tidak ada yang membantu mereka juga karena dibungkam. mungkin ada teman quora yang bisa membantu, memberi saran, atau bersedia membantu kasus ini?"
2023-01-01,"boleh disebarluaskan di platform manapun, kalau bisa viralkan sekalian adakah yang mengenal website ini? saya mohon, jangan pernah membuka atau mencobanya. saya barusan tertipu dengan modus link yg mengatasnamakandropship jidpalsu ini kronologi ceritanya begini, awalnya saya dapat pesan pribadi dari telagram karena saya tergabung di salah satu grup investasi yang sama, maka saya balas. jadi skemanya adalah agen, diminta terus top up untuk mendapat cashback atau imbal hasil dari titip dana tersebut. ini tuti ( tukang tipu) pertama dan ini tuti 2, dari bahasanya tuh profesional sekali. dan memang permainan psikologis mereka hebat saya akui, awalnya top up biar kepancing untuk nambahin terus. saya tidak terlalu tergiur dengan imbalannya, tapi karena saya sudah transfer saldo, saya ingin uang saya kembali, udah gitu aja. saya chat tuti 1 , di telegram sampai bawa -bawa nama allah, kalo bukan penipu. eh ga taunya memang penipu beneran. terakhir, hasilnya adalah nihil. total kerugian saya sekitar 1,7 juta saya mohon bagi para pembaca agar berhati-hati dengan penipuan semacam ini. saya tidak ingin ada korban lain. bagi saya uang ini besar tapi ya sudahlah anggap sebagai uang belajar. meminjam kata-kata berikut, ""kalo ada yang bisa dengan mudahnya ngegandain duit, pasti udah diminta tolong ama kemenkeu buat lunasin utang dan defisit apbd"" semoga pembaca sekalian bisa lebih waspada. dan untuk si tuti bersama komplotanya. saya cuma bisa berucap, "" miskin amat lu, makan tuh duit hasil nipu, tenang aja saya tagih di akhirat kelak"""
2023-01-01,"cara lama tapi nomor luar negeri, lumayan effort nya. btw, bri ada di us?"
2023-01-01,"gatau ya ini penipuan atau bukan, tapi ini indikasi modus sih. jadi ceritanya hari ini orang finance kantor ke bank dianter supir, nah sampai di bank orang finance masuk bank dan pak supir parkir, tapi belum bisa masuk karena ada mobil yang mau keluar, dia tunggu di bahu jalan. waktu lagi nunggu sebentar, dia disamperin sama orang naik motor gitu, katanya ""pak bapak nginjek apa tuh mobilnya"" terus turunlah dia ngecek kan, ga ada apa-apa. eh taunya ada mobil derek dishub dateng ""wah bapak turun dari mobil, parkir ya? ini saya derek ya"" di derek deh mobilnya, bayar deh rp 500.000,- untuk bayar tadinya minta via transfer bca, tapi ganti jadi via qris, nama qrisnya retribusi dki jakarta gitu. sekiaaan"
2023-01-01,modus penipuan perubahan tarif biaya administrasi bri dari 6.500 jadi 150.000. penipuan ini sudah makan banyak korban dan sebenarnya sudah diklarifikasi bahwa hoax. tapi masih aja ada yang ketipu. hati-hati ya gaes modus penipuan soceng1masih berkeliaran! catatan kaki
2023-01-01,"nawarin tidak jelas lewat sms atau media lainnya ini contohnya nomor dan akun yang masuk list blok otomatis dan di report banyak orang di truecaller. but semua nama2 itu udah saya hapus dari list karena bikin penuh. saya share ini buat hati2 biar tidak terkena macam gini. hati2 banyak kata kasar ya. keluar disini karena juga banyak banget kalau yang report mereka bisa diatas 10an-100an yang ngelapor mereka. hampir banyak dari mereka yang nawarin pinjol dan lainnya. sorry itu nama udh dinamain ya walau ada juga yang saya namain karena resah sama iklan spam dan tidak jelas. semoga teman2 bisa terhindar dari akun2 tersebut. sekian, dibuat: 30 juli 2022."
2023-01-01,"ini hanya asumsi saya saja ya.saya merasa ini ada indikasi mengarah ke penipuan. jadi begini, ini barusaja terjadi di wasap saya. dari siang hari ada bbrp kali telepon masuk dari nomer aneh depannya 1 (502) 527-4059 sengaja nggak saya sensor biar bisa dikoreksi kalo saya salah(barangkali pernah ada yg mendapat telp dr nomor tsb). nomer tersebut bbrp kali telepon melalui panggilan wasap. dan di dp nya adalah bank bri. seperti ini: ohya, malamnya saya mendapat email dr bank bri juga mengenai indikasi penipuan, kalo bahasa jawabnya , kok ya ndilalah bisa dpt notif begitu ya. padahal saya memang puny"
2022-01-01,"ijin ikutan jawab kak. jadi gini ceritanya, di kota aku ada lembaga yayasan yang mana habis ketipu, nilainya milyaran kalo gasalah. gini kronologi setau aku dan sedikit dugaan aku. jadi yayasan tersebut memberikan semacam open donasi (rekening dan atas nama) dan contact person dipajang dipublik (nomor hp dan nama). nah si pemegang rekening sekaligus contact person tersebut mendapat notifikasi dr telegrm suruh update aplikasi brimo (yang mana rekening yayasan kebetulan bri). nah si pemegang rekening ini percaya aja sama nomor random yang mengatasnamakan bri dan memberi link untuk update apk brimo"
2022-01-01,"pas bangett pertanyaan ini saya baca di hari senin 11 juli 2022. karena baru saja kemarin 10 juli 2022, telah terjadi penipuan yang sangat tidak masuk akal menurut saya. jadi kemarin kebetulan saya datang melayat kerumah teman saya yang kebetulan mamanya baru saja meninggal, dikuburkan abis sholat dzuhur. setelah pemakaman selesai kami semua kembali pulang kerumah duka. disana, kami semua berkumpul untuk memberi support kepada teman saya ini. sembari mengobrol, tiba tiba datang wanita masuk kerumah duka.""maaf ka, tau ga ya adamnya kemana ?""kami semua terkaget begitu pula teman saya sbg tuan rum"
2022-01-01,"pertanyaan nya pas sekali, kejadian ini terjadi kemarin malam. disaat sedang enak2nya menonton film fav saya tiba2 ada yang telfon saya. ini nomer ny 081260141733. jadi ceritanya begini : saya : penipu : halo selamat malam, siapa ya? : halo, masa ga kenal sii dengan suara saya ? (jika ada yang telfon terus bilang gini, jangan pernah nebak2 itu suara siapa, karna itu modus penipu) : gatau lah, gila aja suruh nebak2 suara orang. ; masa ga kenal si sama aku? : ahh, mau nipu aku kau? bodoamat dah mau siapa kamu : engga, aku sama sekali ga mau nipuu. : lah njud sopo ko"
2022-01-01,"mungkin ini bukan baru.tapi aku mau cerita aja. akukan agen brilink. ketika telpon masuk, suara di ujung telpon langsung menyebut nama lengkap beserta no ke agenanku. tetapi di otakku sudah tersertting kalo ini penipu. ""ibu, karena transaksi anda mencapai 1000 bulan ini, ibu mendapat hadiah kulkas, tv, hp dan mesin cuci dari bri pusat. untuk pengambilannya silahkan tekan angka2 berikut di mesin edc ibu, nanti akan ada kluar kertas warna merah."" ruang untuk kertas edc kan cuma 1 dan kebetulan kertas edc juga benar2 habis waktu itu. ""emang q bodoh, kertas apa keluar warna merah? udah2 aku buka"
2022-01-01,"saya mau ikutan jawab juga. ini jawaban pertama saya di quora. mohon maaf jika ada kalimat saya yang kurang bisa dimengerti. kebetulan saya baru saja hampir kena penipuan beberapa hari yang lalu. saya kurang tahu kalau ini modus baru atau bukan. penipu sekarang tidak lagi menipu dengan cerita keluarga kecelakaan di rumah sakit atau masuk kantor polisi tapi memanfaatkan beasiswa. iya, beasiswa. saya seorang mahasiswa di salah satu perguruan tinggi negeri dan tahun ini saya mencoba untuk mengikuti salah satu program pertukaran pelajar yang diselenggarakan kemenristek. masih segar di ingatan saya,"
2022-01-01,"baru aja kejadian di mamaku dengan total kerugian 29jt. dgn rincian: 5jt dari atm mandiri mamaku 7,5jt dari atm bri aku 11jt dari atm mandiri kakakku 5jt dari atm danamon aku 500rb pulsa kronologi: mamaku diajak bisnis oleh orang yg mengaku sebagai mantan anak kos tanteku, sewaktu org ini kos di tmpt tanteku bisa dibilang cukup dekat dan berhubungan baik dengan mamaku. jadi sewaktu diajak berbisnis begitu mamaku percaya aja. modusnya dia menang lelang barang elektronik dari lembaga keuangan dimana semua harga elektronik apapun itu dihargai 2,5jt/unit. siapa coba yg tidak tertarik? katanya sudah ada p"
2022-01-01,"saya punya nenek 4 bersaudara, nenek saya anak no 1, sejak tahun 1997 (kalau saya tidak salah ingat) nenek saya merantau ke luar negri, jadi nenek saya sering kirim uang lewat adik pertamanya, kalo ada apa pasti di perantara lewat adik pertamanya, nenek saya pernah beli tanah 3 lokasi, setelah uang dikirim ke adiknya lalu di belikan tanah dan setelah itu diolah oleh ayah dan ibu saya kurang lebih 4 tahun, ketika beli tanah adiknya ini tidak mengatasnamakan nenek saya atau ibu saya malah mengatasnamakan dirinya sendiri, ketika diingatkan oleh suami nenk saya malah dia bilang gampang nanti kal"
2025-01-01,"jasa gestun baru baru ini aku buka jasa gestun buat muter uang kuliah. sometime ada orang yang mau nyariin aku lakunya, nah disitu kan ada dpnya aku disuruh nalangin dulu karena dia gapunya uang samsek habis aku bayar itu dp nya nomerku di blok kejadiannya baru banget hari ini. tolong jangan bully aku ya gaes, aku lagi down. tolong diambil hikmahnya aja. 081258051872 , ini gaes nomernya. aku benernya mau ngirim gambar tapi bingung cara ngirimnya. minta doanya ya gaes semoga uangnya di ganti sama yang maha kuasa aamiin."
2022-01-01,"ketika saya asyik kerja tugas tiba2 ada nomor yang nelpon tidak dikenali, saya penasaran jadi saya angkat telpon tersebut ketika saya ucapkan halo terdengar ada suara orang menangis, saya diam karena bingung tak lama ada suara bapak2 bilang seperti ini "" halo dek, saya dari pihak polisi mau menyampaikan bahwa bapak adek kecelakaan dan menabrak orang sampai meninggal dunia, bapak adek telah kena pukul oleh warga setempat dan sekarang ada di mobil saya.bapak ade bilang mau minta berdamai dan menyuruh saya untuk menelpon adek"" kurang lebih seperti itu yg dikatakan si penelpon seketika saya ngomong"
2024-12-30,pelaksanaan lesen untuk penyedia platform media sosial di negara ini bukan satu 'sekatan suara maya' tetapi satu peraturan untuk menyekat sebarang bentuk penularan berita palsu ancaman penipuan dan ancaman ruang siber yang bersifat kompleks.
2024-12-30,hanya buat petantang petenteng tapi sebenarnya lemah lunglai tipikal seperti ini hanya omon omon kaya tetangga gw ada tetangganya kena kasus penipuan pelakunya ketangkap dia kabur diluar kalau ngomong ia bak pahlawan bangun tidur fenomena pembanding ga kemana
2024-12-30,nder banyak yg gtu tp penipuan loh atau kerjnaya trnyata cuma 3 bulan abis itu di cut. lagian gajinya ga umr atuh rugi ga sih 10jt mending lu daftar jd sales atau di fnb biasanya rekrutmennya gampang
